🕘️更新时间,#genre#
CCTV-11,http://111.56.90.5/000000000000/1000000005000265011/1.m3u8
CCTV-11,http://114.243.168.34:8888/rtp/239.3.1.152:8120
CCTV-11,http://123.114.99.216:4022/rtp/239.3.1.152:8120
CCTV-11,http://113.95.132.166:30001/udp/239.77.1.238:5146
CCTV-11,http://117.86.48.47:7777/rtp/239.49.0.127:8000
CCTV-12,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-12,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv12hd
CCTV-12,http://111.56.90.5/000000000000/1000000005000265012/1.m3u8
CCTV-12,http://117.86.48.47:7777/rtp/239.49.8.135:6000
CCTV-12,http://114.243.168.34:8888/rtp/239.3.1.64:8124
CCTV-12,http://113.95.132.166:30001/udp/239.77.0.136:5146
CCTV-12,http://123.114.99.216:4022/rtp/239.3.1.64:8124
CCTV-12,http://36.24.65.177:8888/udp/233.50.201.123:5140
CCTV-13,http://pull-hls-f1.douyincdn.com/media/stream-695440843385864876/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260319180016A80564ED5545468EA742-GFdhqq&wsSecret=34a32822799c54e7dcdef972de5a9201&wsTime=69bbc931
CCTV-13,http://107.150.60.122/live/cctv13hd.m3u8
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://111.56.90.5/000000000000/1000000002000021303/1.m3u8
CCTV-13,http://114.243.168.34:8888/rtp/239.3.1.124:8128
CCTV-13,http://117.86.48.47:7777/rtp/239.49.0.196:8000
CCTV-13,http://113.95.132.166:30001/udp/239.253.43.196:5146
CCTV-13,http://123.114.99.216:4022/rtp/239.3.1.124:8128
CCTV-14,http://107.150.60.122/live/cctv14hd.m3u8
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://111.56.90.5/000000000000/1000000005000265013/1.m3u8
CCTV-14,http://114.243.168.34:8888/rtp/239.3.1.65:8132
CCTV-14,http://182.138.203.158:8188/rtp/239.94.2.159:5140
CCTV-14,http://123.114.99.216:4022/rtp/239.3.1.65:8132
CCTV-14,http://117.86.48.47:7777/rtp/239.49.8.136:6000
CCTV-14,http://36.24.65.177:8888/udp/233.50.201.124:5140
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15,http://111.56.90.5/000000000000/1000000002000008163/1.m3u8
CCTV-15,http://114.243.168.34:8888/rtp/239.3.1.153:8136
CCTV-15,http://123.114.99.216:4022/rtp/239.3.1.153:8136
CCTV-15,http://117.86.48.47:7777/rtp/239.49.0.128:8000
CCTV-15,http://113.95.132.166:30001/udp/239.77.1.239:5146
CCTV-15,http://182.138.203.158:8188/rtp/239.94.2.160:5140
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-16,http://111.56.90.5/000000000000/1000000006000233001/1.m3u8
CCTV-16,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv16hd
CCTV-16,http://114.243.168.34:8888/rtp/239.3.1.184:8001
CCTV-16,http://117.86.48.47:7777/rtp/239.49.8.31:8000
CCTV-16,http://123.114.99.216:4022/rtp/239.3.1.184:8001
CCTV-16,http://36.24.65.177:8888/udp/233.50.201.192:5140
CCTV-17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV-17,http://111.56.90.5/000000000000/1000000005000056836/1.m3u8
CCTV-17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV-17,http://123.114.99.216:4022/rtp/239.3.1.151:8144
CCTV-17,http://114.243.168.34:8888/rtp/239.3.1.151:8144
CCTV-17,http://113.95.132.166:30001/udp/239.77.1.121:5146
CCTV-17,http://117.86.48.47:7777/rtp/239.49.8.132:6000
CCTV-17,http://36.24.65.177:8888/udp/233.50.200.113:5140
CCTV-17,http://182.138.203.158:8188/rtp/239.94.2.161:5140
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+,http://111.56.90.5/000000000000/1000000001000020505/1.m3u8
CCTV-5+,http://114.243.168.34:8888/rtp/239.3.1.130:8004
CCTV-5+,http://123.114.99.216:4022/rtp/239.3.1.130:8004
CCTV-5+,http://117.86.48.47:7777/rtp/239.49.8.18:9610
CCTV-5+,http://113.95.132.166:30001/udp/239.77.0.87:5146
CCTV-5+,http://182.138.203.158:8188/rtp/239.94.2.162:5140
CCTV-5+,http://36.24.65.177:8888/udp/233.50.201.220:5140
CETV-1,http://123.114.99.216:4022/rtp/239.3.1.57:8152
CETV-1,http://114.243.168.34:8888/rtp/239.3.1.57:8152
CETV-1,http://117.86.48.47:7777/rtp/239.49.8.115:8000
CETV-1,http://113.95.132.166:30001/udp/239.77.1.222:5146
CETV-1,http://182.138.203.158:8188/rtp/239.94.2.224:5140
CETV-2,http://114.243.168.34:8888/rtp/239.3.1.54:4120
CETV-2,http://123.114.99.216:4022/rtp/239.3.1.54:4120
CETV-2,http://182.138.203.158:8188/rtp/239.94.2.228:5140
CETV-4,http://117.86.48.47:7777/rtp/239.49.0.125:8000
CETV-4,http://114.243.168.34:8888/rtp/239.3.1.56:4120
CETV-4,http://123.114.99.216:4022/rtp/239.3.1.56:4120
CETV-4,http://36.24.65.177:8888/udp/233.50.200.162:5140

💰央视付费,#genre#
文化精品,http://107.150.60.122/live/ysjp.m3u8
文化精品,http://107.150.60.122/live/ysjp.m3u8
文化精品,http://113.95.132.166:30001/udp/239.253.43.13:5146
央视台球,http://107.150.60.122/live/ystq.m3u8
风云音乐,http://107.150.60.122/live/fyyy.m3u8
第一剧场,http://107.150.60.122/live/dyjc.m3u8
第一剧场,http://113.95.132.166:30001/udp/239.253.43.15:5146
风云剧场,http://107.150.60.122/live/fyjc.m3u8
怀旧剧场,http://107.150.60.122/live/hjjc.m3u8
怀旧剧场,http://113.95.132.166:30001/udp/239.253.43.5:5146
女性时尚,http://107.150.60.122/live/nxss.m3u8
女性时尚,http://113.95.132.166:30001/udp/239.253.43.8:5146
高尔夫网球,http://107.150.60.122/live/gefwq.m3u8
风云足球,http://107.150.60.122/live/fyzq.m3u8
风云足球,http://113.95.132.166:30001/udp/239.253.43.14:5146
电视指南,http://107.150.60.122/live/zszn.m3u8
世界地理,http://107.150.60.122/live/sjdl.m3u8
世界地理,http://113.95.132.166:30001/udp/239.253.43.7:5146
兵器科技,http://113.95.132.166:30001/udp/239.253.43.9:5146

📡卫视频道,#genre#
湖南卫视,http://107.150.60.122/live/hnwshd.m3u8
湖南卫视,http://111.56.90.5/000000000000/1000000005000265024/1.m3u8
湖南卫视,http://114.243.168.34:8888/rtp/239.3.1.132:8012
湖南卫视,http://117.86.48.47:7777/rtp/239.49.1.38:6000
湖南卫视,http://123.114.99.216:4022/rtp/239.3.1.132:8012
湖南卫视,http://182.138.203.158:8188/rtp/239.94.2.167:5140
湖南卫视,http://36.24.65.177:8888/udp/233.50.201.103:5140
北京卫视,http://111.56.90.5/000000000000/1000000005000265027/1.m3u8
北京卫视,http://182.138.203.158:8188/rtp/239.94.0.111:5140
北京卫视,http://117.86.48.47:7777/rtp/239.49.0.253:8000
北京卫视,http://114.243.168.34:8888/rtp/239.3.1.241:8000
北京卫视,http://123.114.99.216:4022/rtp/239.3.1.241:8000
北京卫视,http://113.95.132.166:30001/udp/239.77.1.151:5146
北京卫视,http://36.24.65.177:8888/udp/233.50.201.107:5140
湖北卫视,http://111.56.90.5/000000000000/1000000001000024621/1.m3u8
湖北卫视,http://107.150.60.122/live/hbwshd.m3u8
湖北卫视,http://114.243.168.34:8888/rtp/239.3.1.138:8044
湖北卫视,http://117.86.48.47:7777/rtp/239.49.1.48:6000
湖北卫视,http://182.138.203.158:8188/rtp/239.94.2.190:5140
湖北卫视,http://123.114.99.216:4022/rtp/239.3.1.138:8044
湖北卫视,http://36.24.65.177:8888/udp/233.50.201.114:5140
黑龙江卫视,http://111.56.90.5/000000000000/1000000005000265029/1.m3u8
黑龙江卫视,http://114.243.168.34:8888/rtp/239.3.1.133:8016
黑龙江卫视,http://123.114.99.216:4022/rtp/239.3.1.133:8016
黑龙江卫视,http://113.95.132.166:30001/udp/239.77.0.124:5146
黑龙江卫视,http://182.138.203.158:8188/rtp/239.94.2.187:5140
黑龙江卫视,http://117.86.48.47:7777/rtp/239.49.1.50:6000
黑龙江卫视,http://36.24.65.177:8888/udp/233.50.201.115:5140
安徽卫视,http://111.56.90.5/000000000000/1000000005000265025/1.m3u8
安徽卫视,http://114.243.168.34:8888/rtp/239.3.1.211:8064
安徽卫视,http://113.95.132.166:30001/udp/239.77.1.92:5146
安徽卫视,http://117.86.48.47:7777/rtp/239.49.1.36:6000
安徽卫视,http://123.114.99.216:4022/rtp/239.3.1.211:8064
安徽卫视,http://36.24.65.177:8888/udp/233.50.201.113:5140
安徽卫视,http://182.138.203.158:8188/rtp/239.94.2.191:5140
重庆卫视,http://111.56.90.5/000000000000/1000000005000265017/1.m3u8
重庆卫视,http://114.243.168.34:8888/rtp/239.3.1.122:8160
重庆卫视,http://113.95.132.166:30001/udp/239.77.1.162:5146
重庆卫视,http://123.114.99.216:4022/rtp/239.3.1.122:8160
重庆卫视,http://117.86.48.47:7777/rtp/239.49.1.42:6000
重庆卫视,http://182.138.203.158:8188/rtp/239.94.2.188:5140
重庆卫视,http://36.24.65.177:8888/udp/233.50.200.114:5140
东方卫视,http://111.56.90.5/000000000000/1000000005000265018/1.m3u8
东方卫视,http://114.243.168.34:8888/rtp/239.3.1.136:8032
东方卫视,http://117.86.48.47:7777/rtp/239.49.1.32:6000
东方卫视,http://182.138.203.158:8188/rtp/239.94.2.170:5140
东方卫视,http://36.24.65.177:8888/udp/233.50.201.125:5140
东南卫视,http://107.150.60.122/live/dnwshd.m3u8
东南卫视,http://114.243.168.34:8888/rtp/239.3.1.156:8148
东南卫视,http://182.138.203.158:8188/rtp/239.94.2.186:5140
东南卫视,http://111.56.90.5/000000000000/5000000004000010584/1.m3u8
东南卫视,http://113.95.132.166:30001/udp/239.77.1.104:5146
东南卫视,http://36.24.65.177:8888/udp/233.50.201.146:5140
东南卫视,http://117.86.48.47:7777/rtp/239.49.1.45:6000
甘肃卫视,http://111.56.90.5/000000000000/1000000002000017827/1.m3u8
甘肃卫视,http://113.95.132.166:30001/udp/239.77.0.189:5146
甘肃卫视,http://182.138.203.158:8188/rtp/239.94.2.205:5140
甘肃卫视,http://114.243.168.34:8888/rtp/239.3.1.49:8188
甘肃卫视,http://117.86.48.47:7777/rtp/239.49.0.172:8000
广西卫视,http://111.56.90.5/000000000000/1000000002000019837/1.m3u8
广西卫视,http://113.95.132.166:30001/udp/239.253.43.36:5146
广西卫视,http://182.138.203.158:8188/rtp/239.94.2.195:5140
广西卫视,http://117.86.48.47:7777/rtp/239.49.1.40:6000
广西卫视,http://114.243.168.34:8888/rtp/239.3.1.39:8300
贵州卫视,http://111.56.90.5/000000000000/1000000002000003169/1.m3u8
贵州卫视,http://117.86.48.47:7777/rtp/239.49.1.52:6000
贵州卫视,http://114.243.168.34:8888/rtp/239.3.1.149:8076
贵州卫视,http://113.95.132.166:30001/udp/239.77.1.221:5146
贵州卫视,http://182.138.203.158:8188/rtp/239.94.2.189:5140
贵州卫视,http://36.24.65.177:8888/udp/233.50.201.142:5140
海南卫视,http://111.56.90.5/000000000000/1000000002000023773/1.m3u8
海南卫视,http://114.243.168.34:8888/rtp/239.3.1.45:8304
海南卫视,http://117.86.48.47:7777/rtp/239.49.1.41:6000
河北卫视,http://111.56.90.5/000000000000/1000000002000017118/1.m3u8
河北卫视,http://114.243.168.34:8888/rtp/239.3.1.148:8072
河北卫视,http://117.86.48.47:7777/rtp/239.49.0.170:8000
河北卫视,http://182.138.203.158:8188/rtp/239.94.2.192:5140
河北卫视,http://36.24.65.177:8888/udp/233.50.201.140:5140
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://111.56.90.5/000000000000/5000000005000017925/1.m3u8
河南卫视,http://182.138.203.158:8188/rtp/239.94.2.194:5140
河南卫视,http://114.243.168.34:8888/rtp/239.3.1.27:8128
河南卫视,http://36.24.65.177:8888/udp/233.50.201.144:5140
河南卫视,http://117.86.48.47:7777/rtp/239.49.1.44:6000
吉林卫视,http://111.56.90.5/000000000000/1000000002000027730/1.m3u8
吉林卫视,http://114.243.168.34:8888/rtp/239.3.1.240:8172
吉林卫视,http://113.95.132.166:30001/udp/239.77.1.111:5146
吉林卫视,http://111.221.137.234:44330/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://117.86.48.47:7777/rtp/239.49.1.49:6000
吉林卫视,http://182.138.203.158:8188/rtp/239.94.2.197:5140
江苏卫视,http://111.56.90.5/000000000000/1000000001000001828/1.m3u8
江苏卫视,http://114.243.168.34:8888/rtp/239.3.1.135:8028
江苏卫视,http://113.95.132.166:30001/udp/239.77.1.18:5146
江苏卫视,http://36.24.65.177:8888/udp/233.50.201.106:5140
江苏卫视,http://117.86.48.47:7777/rtp/239.49.1.16:6000
江西卫视,http://111.56.90.5/000000000000/1000000005000265032/1.m3u8
江西卫视,http://182.138.203.158:8188/rtp/239.94.2.185:5140
江西卫视,http://123.114.99.216:4022/rtp/239.3.1.123:8164
江西卫视,http://114.243.168.34:8888/rtp/239.3.1.123:8164
江西卫视,http://36.24.65.177:8888/udp/233.50.201.145:5140
江西卫视,http://113.95.132.166:30001/udp/239.77.1.219:5146
江西卫视,http://117.86.48.47:7777/rtp/239.49.1.47:6000
辽宁卫视,http://111.56.90.5/000000000000/1000000002000024033/1.m3u8
辽宁卫视,http://114.243.168.34:8888/rtp/239.3.1.210:8056
辽宁卫视,http://123.114.99.216:4022/rtp/239.3.1.210:8056
辽宁卫视,http://182.138.203.158:8188/rtp/239.94.2.207:5140
辽宁卫视,http://117.86.48.47:7777/rtp/239.49.1.35:6000
辽宁卫视,http://36.24.65.177:8888/udp/233.50.201.141:5140
辽宁卫视,http://113.95.132.166:30001/udp/239.77.1.103:5146
内蒙古卫视,http://111.56.90.5/000000000000/5559214655508729688/1.m3u8
内蒙古卫视,http://114.243.168.34:8888/rtp/239.3.1.43:8176
内蒙古卫视,http://123.114.99.216:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://117.86.48.47:7777/rtp/239.49.0.180:8000
宁夏卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss
宁夏卫视,http://117.86.48.47:7777/rtp/239.49.0.171:8000
宁夏卫视,http://123.114.99.216:4022/rtp/239.3.1.46:8124
宁夏卫视,http://114.243.168.34:8888/rtp/239.3.1.46:8124
青海卫视,http://107.150.60.122/live/qhws.m3u8
青海卫视,http://113.95.132.166:30001/udp/239.253.43.125:5146
青海卫视,http://114.243.168.34:8888/rtp/239.3.1.44:8184
青海卫视,http://123.114.99.216:4022/rtp/239.3.1.44:8184
青海卫视,http://117.86.48.47:7777/rtp/239.49.1.53:6000
山东卫视,http://111.56.90.5/000000000000/1000000005000265019/1.m3u8
山东卫视,http://182.138.203.158:8188/rtp/239.94.2.175:5140
山东卫视,http://114.243.168.34:8888/rtp/239.3.1.209:8052
山东卫视,http://117.86.48.47:7777/rtp/239.49.1.37:6000
山东卫视,http://113.95.132.166:30001/udp/239.77.1.142:5146
山东卫视,http://36.24.65.177:8888/udp/233.50.201.105:5140
山西卫视,http://114.243.168.34:8888/rtp/239.3.1.42:8172
山西卫视,http://182.138.203.158:8188/rtp/239.94.2.199:5140
山西卫视,http://117.86.48.47:7777/rtp/239.49.1.51:6000
陕西卫视,http://107.150.60.122/live/snwshd.m3u8
陕西卫视,http://114.243.168.34:8888/rtp/239.3.1.41:8140
陕西卫视,http://117.86.48.47:7777/rtp/239.49.0.233:8000
陕西卫视,http://182.138.203.158:8188/rtp/239.94.2.198:5140
四川卫视,http://111.56.90.5/000000000000/1000000002000016825/1.m3u8
四川卫视,http://117.86.48.47:7777/rtp/239.49.1.43:6000
四川卫视,http://113.95.132.166:30001/udp/239.77.1.215:5146
四川卫视,http://114.243.168.34:8888/rtp/239.3.1.29:8288
四川卫视,http://36.24.65.177:8888/udp/233.50.201.139:5140
深圳卫视,http://111.56.90.5/000000000000/6000000001000002116/1.m3u8
深圳卫视,http://113.95.132.166:30001/udp/239.77.0.130:5146
深圳卫视,http://114.243.168.34:8888/rtp/239.3.1.134:8020
深圳卫视,http://117.86.48.47:7777/rtp/239.49.1.59:6000
深圳卫视,http://36.24.65.177:8888/udp/233.50.201.101:5140
三沙卫视,http://111.56.90.5/000000000000/5000000011000288016/1.m3u8
三沙卫视,http://117.86.48.47:7777/rtp/239.49.0.165:8000
三沙卫视,http://114.243.168.34:8888/rtp/239.3.1.155:4120
三沙卫视,http://182.138.203.158:8188/rtp/239.94.2.211:5140
三沙卫视,http://113.95.132.166:30001/udp/239.253.43.113:5146
三沙卫视,http://123.114.99.216:4022/rtp/239.3.1.155:4120
天津卫视,http://111.56.90.5/000000000000/6000000001000009186/1.m3u8
天津卫视,http://114.243.168.34:8888/rtp/239.3.1.141:1234
天津卫视,http://117.86.48.47:7777/rtp/239.49.1.46:6000
天津卫视,http://123.114.99.216:4022/rtp/239.3.1.141:1234
天津卫视,http://113.95.132.166:30001/udp/239.77.1.141:5146
天津卫视,http://182.138.203.158:8188/rtp/239.94.2.174:5140
天津卫视,http://36.24.65.177:8888/udp/233.50.201.104:5140
西藏卫视,http://107.150.60.122/live/xzws.m3u8
西藏卫视,http://117.86.48.47:7777/rtp/239.49.0.245:8000
西藏卫视,http://123.114.99.216:4022/rtp/239.3.1.47:8164
西藏卫视,http://114.243.168.34:8888/rtp/239.3.1.47:8164
新疆卫视,http://111.56.90.5/000000000000/1000000002000029441/1.m3u8
新疆卫视,http://117.86.48.47:7777/rtp/239.49.0.178:8000
新疆卫视,http://114.243.168.34:8888/rtp/239.3.1.48:8160
云南卫视,http://111.56.90.5/000000000000/5000000006000040019/1.m3u8
云南卫视,http://114.243.168.34:8888/rtp/239.3.1.26:8108
云南卫视,http://117.86.48.47:7777/rtp/239.49.0.147:8000
云南卫视,http://113.95.132.166:30001/udp/239.253.43.37:5146
云南卫视,http://36.24.65.177:8888/udp/233.50.200.115:5140
广东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gdwshd
广东卫视,http://111.56.90.5/000000000000/1000000005000265034/1.m3u8
广东卫视,http://114.243.168.34:8888/rtp/239.3.1.142:8048
广东卫视,http://182.138.203.158:8188/rtp/239.94.2.173:5140
广东卫视,http://113.95.132.166:30001/udp/239.77.1.152:5146
广东卫视,http://36.24.65.177:8888/udp/233.50.201.102:5140
广东卫视,http://117.86.48.47:7777/rtp/239.49.1.39:6000
浙江卫视,http://107.150.60.122/live/zjwshd.m3u8
浙江卫视,http://111.56.90.5/000000000000/1000000001000014260/1.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://114.243.168.34:8888/rtp/239.3.1.137:8036
浙江卫视,http://182.138.203.158:8188/rtp/239.94.2.169:5140
浙江卫视,http://36.24.65.177:8888/udp/233.50.201.100:5140
浙江卫视,http://117.86.48.47:7777/rtp/239.49.1.34:6000
凤凰资讯,http://36.24.65.177:8888/udp/233.50.200.192:5140
凤凰中文,http://182.138.203.158:8188/rtp/239.94.2.51:5140
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,http://36.24.65.177:8888/udp/233.50.200.191:5140

☘️本地频道,#genre#
屯留电视台,https://f3jok3az.live.sxmty.com/live/hls/ebaa2bf2e7f94dc79d4e642ac76d2415/0d97361a940348729fbd0ee3f4eb9e47.m3u8
屯留电视台,http://qqlivepull.seedata.top/live/tunliu_video1.m3u8
屯留电视台,https://f3jok3az.live.sxmty.com/live/hls/ebaa2bf2e7f94dc79d4e642ac76d2415/0d97361a940348729fbd0ee3f4eb9e47.m3u8
屯留电视台,http://qqlivepull.seedata.top/live/tunliu_video1.m3u8
上党区电视台,http://zhibo.czmarathon.net/cdd/TVLive.m3u8?auth_key=1724143889-0-0-929d4ecd8b7700822ec202b14ebc6c3c
武乡电视台,http://60.220.198.84:81/0.m3u8
平顺电视台,http://player4.juyun.tv:80/tv/149466149.m3u8
壶关电视台,https://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8
涉县综合频道,http://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
晋城综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8#http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
